age,income_lpa,family_size,marital_status,home_lat,home_lon,visits_last_30d,days_since_last_visit,dwell_time_mins,downloads,companion_flag,broker_flag,open_house_flag,finance_brochure_flag
40,26.0,3,single,19.01194,72.91269,0,18,14.1,0,0,1,0,0
31,19.2,5,married,19.00886,72.74107,4,4,9.3,1,0,0,0,0
36,19.9,2,married,19.06071,72.86043,2,30,11.7,3,0,0,0,0
35,15.3,3,single,19.04605,72.98601,1,34,3.3,1,0,0,0,0
35,17.8,3,married,19.18168,72.87485,1,3,6.6,0,0,0,0,0
28,15.6,4,single,19.08864,72.93031,3,2,0.5,1,0,0,0,0
35,19.1,2,married,18.99684,72.84813,2,56,17.0,0,0,0,0,0
38,28.6,2,married,19.25904,72.77702,1,30,45.9,1,0,0,0,0
46,13.1,2,married,19.07493,72.86767,2,34,5.2,1,0,1,1,0
42,11.9,3,married,19.14688,72.9109,1,33,0.1,0,0,0,0,0
52,27.4,4,married,19.00918,72.81443,2,12,1.9,0,0,0,1,0
28,19.0,1,single,19.10631,72.85643,3,16,10.6,0,1,0,0,0
41,16.7,2,married,19.10111,72.78605,2,12,9.5,2,0,1,0,0
36,25.2,4,single,18.88104,72.99192,1,1,15.5,1,1,0,0,0
52,17.0,4,married,19.27153,72.85055,0,21,2.9,0,1,0,0,0
28,29.1,5,married,19.19906,73.02528,0,11,14.4,0,1,1,0,0
28,23.4,3,married,19.03028,73.03287,1,16,11.6,1,1,0,0,0
30,17.6,2,single,18.95977,72.8719,2,10,3.9,2,0,0,0,1
21,30.8,3,married,19.10476,72.77916,2,10,7.9,2,1,0,0,0
30,17.0,3,single,19.07867,72.67141,2,3,1.6,0,0,1,0,0
28,23.7,1,married,19.10557,72.7328,1,5,6.0,2,0,0,0,1
36,21.5,3,single,19.08916,72.74262,1,3,21.3,1,1,1,0,0
37,26.5,3,single,19.12062,73.01785,2,3,5.5,1,1,0,0,1
50,27.8,1,married,19.21473,72.89158,0,54,18.3,2,1,0,0,0
42,20.2,3,married,19.12681,72.91896,1,2,8.9,2,1,0,0,0
30,16.2,3,single,18.96503,72.65796,3,5,2.1,0,1,0,0,0
27,22.3,5,single,19.20626,72.7602,0,13,8.7,2,1,0,0,0
38,16.6,1,married,19.23406,72.96871,0,14,7.1,2,1,0,0,0
24,30.1,2,married,19.38521,72.90868,1,3,5.1,0,0,0,0,0
49,20.7,3,married,18.95765,72.86528,1,24,1.3,0,1,0,0,0
44,18.2,2,single,19.09429,72.93648,0,23,5.4,2,1,0,0,0
31,20.9,3,single,18.86179,73.04358,2,4,0.8,3,1,1,0,0
21,13.3,3,single,19.12531,72.8579,2,5,1.0,1,0,0,0,0
45,15.1,1,single,19.01518,72.88694,2,42,5.4,0,0,1,0,1
34,26.0,3,married,19.26234,72.89926,0,26,3.6,1,0,0,1,0
44,16.7,3,married,18.99254,73.11921,3,18,26.0,2,1,1,0,0
22,14.8,2,single,18.90108,72.67006,0,1,4.7,0,0,0,0,0
30,22.7,4,single,19.02287,72.94832,2,8,14.2,1,0,0,0,0
35,25.9,4,single,18.87245,72.86852,3,12,7.6,0,0,1,0,0
35,23.6,3,married,19.14511,72.93668,4,3,12.2,1,1,1,0,0
31,25.0,3,married,18.86349,72.81426,2,9,3.0,0,1,0,0,0
39,16.2,2,single,19.07285,72.8751,2,14,28.5,0,1,0,0,0
26,12.9,4,single,18.86222,72.95114,1,6,7.6,0,0,0,0,0
33,27.5,3,married,19.03797,73.19129,4,23,17.8,2,0,0,0,0
35,18.4,3,married,19.23434,72.9608,3,28,4.5,1,0,1,0,0
39,18.7,4,married,19.10606,72.79519,3,6,1.1,1,0,0,0,0
40,26.6,2,single,18.98365,72.83762,2,27,11.2,2,1,1,0,1
26,22.8,4,single,19.06688,72.83466,1,2,0.1,1,0,0,0,1
22,22.3,1,married,19.0718,72.70044,3,27,6.4,1,0,1,0,0
45,30.8,2,single,19.11726,72.84699,1,2,2.1,0,0,1,0,0
37,16.8,2,single,18.93331,72.95328,0,1,9.9,0,0,0,0,1
29,24.6,5,married,19.12926,72.75258,3,15,38.8,1,1,0,0,0
47,20.3,4,single,18.79956,72.98485,2,10,6.2,0,0,1,1,0
35,21.3,3,married,19.00701,72.92878,3,36,17.0,2,1,0,0,0
44,27.6,3,single,19.02117,72.80658,3,7,7.1,0,0,0,1,1
35,22.5,3,single,19.13333,72.86585,0,5,6.8,0,0,0,0,0
51,22.7,4,married,19.07226,73.03983,3,10,26.7,2,0,0,0,0
49,25.4,2,single,18.92944,72.95335,2,9,22.1,0,0,1,0,0
33,18.2,2,married,18.9715,72.88088,2,6,15.4,1,1,0,0,0
42,15.8,1,married,19.08987,72.85623,3,18,3.5,2,0,1,0,0
40,14.8,3,single,19.06209,72.88766,1,21,7.9,1,0,0,0,0
45,10.2,3,married,19.01209,72.82882,1,29,2.5,1,0,0,0,0
27,30.3,2,single,19.02192,72.66953,2,54,5.9,1,0,0,0,0
40,14.5,1,married,19.13962,73.08422,1,5,6.6,0,1,0,0,0
43,18.9,4,single,19.01823,72.89553,0,19,17.8,2,0,0,1,0
21,18.6,1,married,19.06119,72.91981,2,8,22.6,0,0,0,0,0
25,21.5,3,single,19.28699,72.87421,4,17,5.4,0,1,0,0,0
21,24.1,5,married,18.92763,72.80649,2,10,0.2,2,0,1,0,0
32,24.3,2,married,18.88482,72.86141,0,60,19.8,2,0,0,0,0
40,17.1,2,married,19.14836,72.72006,1,20,1.9,0,0,0,0,0
47,19.2,3,single,19.00214,73.10771,5,46,9.7,2,0,0,0,1
35,21.4,4,single,19.03818,72.75655,4,27,0.3,1,1,0,1,0
48,18.8,3,married,18.99188,72.7768,4,35,5.1,0,0,0,0,0
23,28.0,5,married,19.04402,72.83597,4,25,42.7,2,1,0,0,0
21,22.5,1,single,19.22985,73.00881,3,9,1.1,1,0,0,0,0
34,23.7,3,married,19.15021,72.88145,2,4,5.5,0,1,0,0,1
38,23.3,3,single,19.15622,72.75639,1,7,3.7,2,0,0,0,0
34,25.9,4,married,18.92838,73.00543,1,0,23.5,1,0,0,0,0
21,20.9,1,single,18.95488,72.9531,1,11,20.4,0,0,0,0,1
34,13.5,4,single,18.78609,72.93384,0,11,2.7,0,0,1,0,0
24,22.0,3,married,18.98906,72.95157,1,11,0.8,0,1,0,0,0
40,16.7,2,single,19.16567,73.11944,4,55,9.9,3,1,0,0,0
37,17.4,1,married,19.12169,73.09851,0,36,4.1,0,0,0,0,0
27,22.9,4,married,19.04785,72.81133,1,3,11.1,1,0,1,0,1
30,26.2,1,single,19.06777,73.04239,3,7,0.3,0,0,0,0,0
26,20.1,2,single,19.00111,72.91832,1,8,1.4,3,1,0,0,1
34,21.5,2,married,19.09048,72.92991,2,7,11.6,1,1,1,0,1
42,28.5,4,single,19.14659,72.71077,1,24,2.4,0,0,0,0,0
27,21.2,3,married,18.90841,72.86296,2,11,19.5,3,1,0,0,0
39,33.0,3,married,19.09996,72.79872,3,13,0.6,3,1,0,0,0
30,22.8,2,married,19.16324,72.96281,1,29,2.4,2,0,0,0,0
28,11.2,3,single,19.02849,72.98711,5,25,65.4,2,1,0,0,0
34,23.8,3,single,19.14007,72.67255,5,2,5.7,1,0,0,0,0
26,21.9,4,single,19.35147,72.8778,1,19,12.1,2,0,0,0,0
30,26.4,4,single,19.05957,72.99219,0,9,2.0,2,0,0,0,1
25,23.4,1,married,19.10933,72.86133,1,5,9.4,0,0,1,0,0
50,19.3,3,married,18.99619,72.95291,3,1,13.0,1,0,0,0,0
35,13.9,1,single,19.08813,72.91512,1,10,3.8,2,0,0,0,1
29,19.0,3,single,19.11603,72.91417,0,7,17.7,2,1,0,0,0
36,15.7,2,single,19.08948,72.85287,3,4,9.2,2,0,0,0,0
34,17.1,2,married,18.96803,72.75834,2,18,4.9,0,0,0,1,0
33,22.9,2,single,19.09064,72.76785,0,22,8.2,0,1,0,0,0
39,28.3,3,married,19.21622,72.95094,0,4,8.6,0,0,0,0,0
41,22.0,2,single,19.11486,72.88195,1,1,1.8,0,0,0,1,0
30,14.0,3,married,19.1662,72.86615,2,28,5.2,1,1,0,0,0
30,22.2,2,married,19.0463,72.83761,1,0,4.2,1,1,0,0,1
32,26.0,1,single,19.14499,72.84948,0,41,5.1,0,0,0,0,0
21,17.0,3,single,19.09793,72.98469,3,15,14.3,1,0,1,0,0
22,19.3,2,married,18.97491,72.84648,0,6,6.6,1,1,0,0,0
45,20.1,2,single,19.10185,72.74589,2,4,28.2,2,0,0,0,0
48,16.1,3,married,18.97083,72.95437,1,0,3.5,0,0,0,1,0
33,23.2,2,married,19.00671,72.85951,1,4,5.4,1,0,1,0,1
39,19.4,1,married,19.08893,72.88314,3,2,15.5,2,0,0,0,0
37,22.1,2,married,19.09972,73.04076,2,14,7.9,1,1,0,0,0
59,15.6,4,single,18.95108,72.87794,3,3,7.9,0,1,0,0,0
43,17.8,3,single,19.1754,72.90892,3,11,0.5,1,1,0,0,0
33,23.6,3,married,19.1272,72.76211,5,13,5.1,0,1,1,0,0
27,18.1,3,single,18.99953,72.85803,2,5,3.2,0,0,0,0,0
22,28.6,1,married,18.91624,72.94095,0,1,73.2,1,0,0,0,0
36,18.0,2,single,19.05551,72.72446,1,1,3.7,1,1,1,0,0
28,21.1,3,single,19.02541,72.90008,1,0,21.6,3,0,0,0,0
23,24.7,1,married,19.08131,72.89008,2,20,11.3,2,0,1,0,0
29,12.9,2,single,19.03369,72.88413,3,6,4.2,0,1,0,0,0
26,11.2,2,married,18.86925,72.98372,4,24,7.8,0,0,0,0,1
48,12.4,2,married,19.03117,72.91344,0,8,18.4,1,0,1,0,0
42,26.3,5,married,19.03944,73.02781,1,9,21.5,1,1,0,0,0
34,17.2,1,married,19.13337,72.78064,2,11,1.7,1,1,0,0,0
46,32.8,3,married,19.00018,72.89359,2,19,4.1,2,0,0,0,0
35,17.2,1,married,19.23787,72.88845,3,5,4.1,1,1,0,0,0
28,20.9,5,single,18.87884,72.77307,1,2,0.4,2,0,0,0,0
47,27.7,1,married,19.20112,72.97563,1,12,9.1,0,0,0,0,0
39,30.0,2,married,19.04757,73.11247,2,6,19.3,1,1,0,0,0
26,30.3,3,married,19.15596,72.8783,0,9,4.8,2,1,0,0,1
33,26.0,3,married,19.07798,72.9305,3,16,13.5,0,0,1,0,0
27,25.1,2,single,19.18396,72.88845,3,10,9.9,1,0,0,0,0
23,23.0,2,married,19.03126,72.80864,3,15,4.7,1,0,0,0,0
42,23.9,2,married,18.96014,72.69792,3,12,1.5,0,0,0,0,1
50,17.2,2,single,19.21205,72.80942,2,20,12.4,3,0,0,0,0
23,15.9,2,married,19.05865,72.7408,5,18,19.3,0,0,0,0,0
39,20.0,2,married,19.09216,73.05041,3,11,11.6,1,0,0,0,1
29,19.1,2,married,19.19348,72.86849,1,17,0.2,1,0,1,0,0
31,17.7,2,married,18.9668,72.84541,4,31,2.4,3,0,1,1,0
30,23.5,3,married,19.12955,72.96892,2,8,0.7,2,1,0,0,0
28,24.8,5,single,19.01101,72.76782,2,8,8.4,3,0,0,1,1
35,20.4,3,married,19.05678,72.80331,0,22,14.1,0,0,0,0,1
28,27.4,1,single,19.07723,72.88681,1,13,1.2,0,1,0,0,1
37,14.3,1,married,18.91998,72.98288,2,1,18.2,0,1,0,0,0
34,19.0,5,married,18.99212,72.93017,1,33,8.1,0,0,0,0,1
33,16.4,2,single,19.20511,72.90483,3,0,11.7,0,0,0,0,0
27,10.7,1,single,19.15862,72.88781,5,21,35.5,0,1,0,0,0
30,19.6,3,married,19.06374,72.92002,2,21,0.9,0,0,1,0,0
41,19.4,3,single,19.09431,72.90017,2,46,23.1,1,1,0,0,0
39,27.6,3,married,19.04058,72.777,2,1,1.3,0,0,0,0,0
27,23.2,2,single,19.20566,72.88461,1,14,5.0,1,0,0,0,0
35,14.9,1,single,19.04996,72.77263,1,8,19.1,1,0,1,0,1
41,29.3,5,married,19.09318,72.88811,3,6,23.7,1,1,1,0,0
21,26.1,2,married,19.1846,72.83194,4,1,7.1,3,1,0,0,0
39,22.9,3,married,18.99226,73.13394,2,12,9.0,1,0,0,0,1
29,18.9,3,single,19.22588,72.87601,4,10,12.3,2,0,1,0,0
39,15.2,3,married,18.91695,72.73958,2,2,17.9,3,0,0,0,0
28,18.1,2,married,19.23296,72.86658,3,14,1.3,0,0,1,0,0
21,25.4,2,married,19.03273,72.93194,2,20,16.6,1,1,0,0,0
21,29.4,3,married,19.04573,73.04734,3,22,6.6,0,0,0,0,0
35,27.7,4,married,18.881,72.82105,2,35,6.0,1,1,0,0,0
37,17.6,4,married,19.02452,72.72176,3,8,5.5,1,0,0,0,1
27,14.4,1,single,18.96602,72.96168,0,46,7.1,0,1,0,0,0
40,20.7,1,married,19.00924,72.74194,2,30,29.0,1,1,0,0,0
21,11.2,4,single,19.05627,72.83638,2,5,7.9,1,0,1,0,0
34,21.6,3,married,19.16578,72.85424,3,3,30.6,2,0,0,0,0
25,19.3,4,single,19.09076,72.87304,2,9,2.0,1,0,0,0,0
29,17.7,2,married,19.10077,72.94892,0,8,12.9,0,0,0,0,1
35,12.0,3,married,18.96045,72.81164,1,13,16.7,2,0,0,0,0
28,22.6,3,single,18.98192,72.85263,4,13,11.4,4,0,0,1,0
31,17.3,3,single,19.24987,72.87857,2,21,9.3,0,1,0,0,1
43,14.2,2,single,18.99648,72.89496,2,11,8.3,1,0,0,0,0
30,5.6,1,married,19.23562,72.88978,1,2,19.7,0,1,0,0,0
41,19.9,3,married,19.04569,72.9236,2,29,17.2,0,1,1,0,0
25,28.9,2,single,19.07023,72.96438,1,6,1.3,0,1,0,0,0
39,28.3,2,married,19.17704,72.91926,2,53,18.9,2,0,1,0,0
46,17.7,5,single,19.19719,72.92536,1,2,5.3,0,0,0,0,0
21,17.0,2,married,19.05892,72.72178,2,48,2.9,0,0,0,0,0
28,22.3,4,married,19.03118,72.88502,1,1,20.4,0,0,0,0,0
39,15.0,1,single,19.06441,72.92795,3,4,5.7,0,0,0,0,1
33,21.5,3,married,19.1038,72.95289,1,1,16.5,2,1,0,0,1
37,23.8,5,single,19.15913,72.81076,2,18,3.1,0,0,0,1,0
30,26.1,1,single,19.07042,72.8141,1,28,0.0,0,0,0,0,0
35,19.5,1,single,19.13189,72.82259,0,9,6.8,1,1,0,0,0
33,19.0,2,single,19.23384,72.93364,1,40,1.1,0,0,1,0,0
44,15.6,1,married,19.10813,72.98339,2,13,14.0,0,0,0,0,1
37,15.9,3,married,19.10117,72.83925,0,15,3.2,2,1,0,0,1
37,18.9,4,married,18.91811,72.9708,2,28,5.9,1,0,1,0,1
31,21.8,2,single,18.80693,72.89235,2,5,0.9,1,0,0,0,0
31,24.6,2,single,19.10884,72.86757,0,7,3.4,0,0,0,0,1
31,16.0,2,married,19.06052,72.85886,1,35,15.2,1,1,0,0,1
38,27.5,3,married,19.01852,72.95466,2,35,1.6,1,0,0,0,0
31,18.6,1,single,19.09435,72.91256,0,56,10.4,1,0,0,0,0
37,19.9,3,married,19.06396,73.10758,4,35,24.9,2,0,0,0,0
51,16.3,3,married,19.18278,72.79478,4,2,11.4,1,0,0,0,0
41,7.9,3,married,19.07861,72.93181,1,26,16.7,0,0,0,0,1
32,24.4,2,married,18.99531,72.82708,2,8,1.2,1,0,0,0,0
44,23.7,3,single,19.16902,72.79307,3,60,2.9,0,0,0,0,0
31,18.6,1,single,19.04829,72.87891,4,10,22.5,0,0,0,1,0
21,20.3,1,married,19.12265,72.89374,3,12,12.6,2,0,0,0,0
26,22.6,4,single,19.02226,73.17182,1,11,10.2,1,0,0,0,1
21,12.2,3,married,19.00502,72.86159,3,6,10.9,1,0,1,0,0
32,17.4,1,married,19.07842,72.76698,1,1,5.3,3,0,0,0,0
35,24.0,2,single,19.07128,72.9073,1,34,0.5,1,0,0,0,0
48,13.7,2,married,19.11798,72.67254,1,24,15.3,1,1,0,0,0
37,21.5,2,single,19.04314,72.8708,3,2,11.4,1,1,0,1,0
33,13.2,2,married,18.88636,72.8816,0,22,6.4,0,0,0,1,1
41,22.3,1,married,19.02672,72.95946,3,15,23.0,3,0,1,0,0
21,19.8,2,married,19.14938,72.97736,0,8,4.1,1,0,1,0,0
36,11.9,3,married,19.04026,72.82964,2,4,3.5,0,0,1,0,0
41,25.8,3,married,19.04536,72.86494,0,29,20.6,0,0,1,0,0
23,16.3,3,married,19.16864,72.80339,0,18,15.9,0,0,1,0,1
44,15.9,1,married,18.9988,72.76719,0,12,7.2,0,1,0,0,0
37,21.0,5,single,18.91572,72.91099,1,14,1.4,0,0,0,0,0
31,25.7,4,single,19.05394,72.75264,1,1,2.4,0,0,0,0,0
40,14.9,4,single,19.02158,72.83854,3,10,10.7,0,1,0,0,0
53,20.3,4,single,18.97338,72.78048,1,3,4.9,1,0,0,1,0
36,22.1,4,married,19.05246,72.93497,0,4,18.1,1,0,0,1,0
36,23.5,3,married,19.11915,73.06014,3,16,29.9,1,1,0,0,0
31,20.9,2,married,19.06907,72.74984,2,36,16.4,0,1,0,0,1
28,18.2,3,single,19.1007,72.6947,1,8,4.7,0,1,0,1,0
41,15.9,3,married,19.25134,72.86751,1,3,15.5,1,0,0,0,0
28,20.4,3,single,19.03571,72.88157,3,16,4.3,2,0,1,0,1
35,14.6,3,married,19.09783,72.90187,3,31,1.8,1,1,0,0,1
31,5.4,1,married,19.01908,72.83537,1,21,0.3,1,0,1,0,0
38,22.2,2,single,18.98536,72.85994,2,30,4.9,2,1,0,0,0
37,24.5,4,single,19.01151,72.91675,3,12,23.4,0,0,0,0,0
43,8.2,3,single,19.02212,72.98404,2,21,2.7,1,0,0,1,0
30,15.0,3,married,19.10595,72.6845,1,2,2.3,0,1,0,0,0
32,23.1,2,married,19.30491,72.84311,2,6,35.0,0,0,0,0,0
27,30.3,2,married,18.9984,72.90138,1,7,0.3,0,0,0,0,0
31,20.1,4,single,19.02834,72.7882,2,11,15.4,2,0,0,0,0
38,16.4,3,married,19.06369,73.05312,4,40,3.9,4,0,1,0,0
41,19.1,3,married,19.10958,72.81646,1,31,0.4,0,0,0,0,0
27,26.9,2,married,19.09636,72.87587,0,2,25.0,1,0,0,0,0
41,16.8,3,single,19.19841,72.9356,1,3,1.5,3,0,0,0,0
45,16.0,2,single,18.82736,72.82087,4,7,8.0,0,1,0,0,0
38,17.6,3,married,18.83131,72.69534,2,5,3.2,0,0,0,0,0
50,15.2,2,single,19.02041,72.83713,0,14,0.7,1,1,0,0,0
28,20.6,2,single,19.17973,72.98294,1,35,0.5,3,0,0,0,0
25,28.1,3,single,18.91344,72.84631,0,49,1.2,1,0,0,0,0
21,21.6,4,married,18.76924,72.79536,3,16,0.7,2,0,0,0,0
46,18.7,1,married,19.12712,72.97257,1,27,14.3,0,1,0,0,0
40,18.5,4,married,19.09437,72.84692,2,11,6.6,1,1,0,0,0
34,12.2,2,married,18.96098,72.82898,2,4,4.2,1,1,0,0,0
37,24.4,2,married,18.97145,72.89495,3,11,5.4,2,0,0,0,0
25,19.6,1,single,18.97303,72.95708,2,12,26.4,2,0,0,0,0
54,19.1,2,married,19.08105,73.11817,1,20,24.2,2,1,0,0,0
36,36.0,3,single,19.00737,72.96272,4,4,12.6,1,1,0,0,0
35,21.5,1,married,19.11941,72.99598,2,7,21.6,0,1,1,0,0
40,16.2,2,single,18.78454,72.8294,2,7,3.9,0,0,0,0,0
38,17.9,4,single,18.98431,72.77741,1,48,4.8,0,1,0,0,0
36,25.7,1,single,18.95739,72.88623,4,9,9.5,1,0,0,0,0
28,20.6,3,single,19.04437,72.89072,1,21,9.8,0,0,1,0,0
38,12.8,2,single,19.0162,72.77215,3,21,6.6,2,0,0,0,0
50,24.6,3,single,19.14978,72.86247,2,5,5.1,3,0,1,1,0
45,16.7,2,married,18.88407,72.91993,1,13,42.8,0,1,0,0,0
47,29.4,1,married,19.07455,72.91604,1,34,17.2,0,1,0,0,0
30,25.4,1,married,19.12583,72.93043,0,10,5.7,2,1,0,0,0
27,17.8,1,married,19.25566,72.9091,1,44,13.0,0,0,0,1,0
33,26.4,1,married,19.02182,72.8293,1,4,3.1,0,0,0,0,0
35,20.3,3,married,19.10245,72.82861,1,1,1.1,1,1,0,0,0
43,24.3,4,married,18.88961,72.7601,3,33,4.3,1,0,0,0,0
21,22.4,4,single,18.8308,73.05848,2,28,5.2,0,1,0,0,0
47,15.8,3,single,19.15448,72.88135,3,60,0.2,0,0,0,0,0
33,16.8,1,married,19.06944,72.85751,0,17,16.9,0,0,0,0,0
31,25.1,2,married,19.18785,72.78712,1,41,4.5,0,0,1,0,0
26,18.3,2,married,18.93266,73.17357,1,26,8.7,0,1,0,0,0
21,18.0,2,single,19.12199,72.77267,5,28,0.8,0,0,0,0,0
41,15.2,3,single,19.25688,72.83712,5,13,1.9,0,0,0,0,0
35,22.1,3,married,19.11197,72.92158,3,7,22.0,0,1,1,0,1
24,30.3,2,single,19.09766,72.94002,3,41,9.4,1,0,0,1,0
24,14.7,2,married,19.07086,72.97579,2,8,30.0,2,1,0,0,0
32,20.1,4,married,18.91291,73.06076,2,12,66.8,1,0,1,0,0
48,27.1,3,married,19.20556,72.93062,2,9,4.6,3,0,1,0,1
32,19.6,2,married,19.00891,72.7744,0,12,3.5,0,1,0,1,1
22,22.3,4,married,19.12045,72.85431,2,10,19.5,0,0,0,0,0
33,14.7,5,married,18.9137,72.91078,1,1,65.8,2,0,0,0,0
32,22.1,2,married,18.95205,73.08682,2,32,9.9,2,0,0,0,0
21,19.1,2,married,19.21351,72.74022,2,9,15.9,2,0,1,0,0
34,24.9,3,single,19.03527,73.00026,4,13,15.2,1,0,1,0,0
33,25.9,4,single,19.21533,72.89799,4,2,4.4,3,0,0,0,1
40,32.9,4,single,19.06218,72.96378,2,0,8.5,0,1,0,0,0
49,22.9,1,married,18.88581,72.8698,2,4,17.9,0,1,0,0,0
44,21.6,2,married,19.15921,72.79576,4,18,11.7,1,0,1,0,0
32,21.0,3,married,19.01101,72.95509,2,2,0.2,1,0,0,0,0
26,18.2,3,single,19.13987,72.94544,4,36,4.1,0,0,0,0,0
55,21.7,1,single,19.07252,72.97721,0,4,1.6,0,0,0,0,0
35,18.5,4,married,18.91569,72.87867,0,3,2.7,2,0,0,0,0
35,20.8,3,single,19.08643,72.82002,2,3,23.6,0,0,0,0,0
34,26.6,4,married,19.28962,72.72412,2,0,0.4,1,0,1,0,0
36,15.0,4,married,19.1193,72.96194,3,22,2.5,2,0,0,0,0
33,25.7,3,married,19.06425,72.92239,3,31,3.7,1,0,0,0,0
30,26.6,2,single,19.17753,72.78342,4,14,9.6,3,1,0,0,0
30,19.4,3,single,19.09107,72.82614,1,3,7.6,1,1,1,0,0
34,9.4,1,single,19.09095,72.83332,2,5,2.5,1,0,0,0,0
30,17.0,3,married,18.96084,72.7317,1,10,1.8,0,1,0,0,1
29,26.5,1,married,19.09338,72.79823,1,46,2.7,0,0,1,1,1
35,19.9,3,single,19.17354,72.76662,5,4,7.0,2,1,1,1,0
32,15.0,2,married,18.98639,72.83875,1,20,3.2,1,0,1,0,0
47,17.5,1,married,19.21245,72.80613,3,9,29.5,1,1,0,0,0
21,24.2,1,single,19.06083,72.7173,1,5,6.2,1,0,0,0,1
43,22.7,1,married,18.98122,73.08226,0,9,0.6,1,0,0,0,0
44,18.8,3,married,19.16976,73.00525,1,1,13.1,0,0,0,0,0
21,18.2,3,single,19.04132,72.8021,0,24,4.0,1,0,0,0,0
32,18.0,3,single,19.14595,72.90724,1,4,10.6,0,0,0,1,0
32,15.4,1,married,19.04082,72.92175,3,19,3.3,2,0,0,0,0
23,28.1,1,married,19.06402,72.99911,2,1,8.5,2,1,0,0,0
28,18.4,1,married,19.11936,72.79814,1,47,14.8,1,0,0,0,0
26,26.1,1,married,19.09909,72.98921,3,3,26.3,1,0,1,0,1
49,27.6,4,married,18.87045,72.82521,3,32,3.0,0,0,0,0,0
42,25.0,2,single,18.95788,72.74641,0,25,4.1,2,1,0,0,1
45,17.8,2,married,19.16294,72.95241,2,52,6.2,1,1,0,0,0
40,22.0,1,married,19.05679,73.00908,1,10,26.2,1,1,0,0,0
25,19.9,2,single,19.01763,73.13879,2,19,23.2,1,0,0,0,1
30,15.5,3,married,18.93414,72.76003,0,7,0.9,2,0,0,0,1
38,21.6,3,married,18.96203,72.94989,3,3,1.4,1,0,0,0,0
25,14.1,2,single,18.86782,72.83902,2,9,6.8,2,0,1,0,0
40,25.9,1,married,19.05987,72.95834,4,3,1.1,0,0,0,0,0
33,17.7,2,single,19.01016,72.73295,1,60,4.2,1,0,0,1,0
32,21.0,2,single,18.97334,72.75372,4,2,1.6,1,0,0,0,0
40,21.4,2,single,19.06319,72.80241,1,13,10.1,1,0,0,0,0
38,18.7,5,married,19.1064,72.8879,1,15,29.9,2,0,0,0,0
32,22.9,3,married,19.27932,72.81589,0,12,57.2,1,1,0,0,0
44,17.6,3,single,18.91881,72.94591,4,16,4.7,0,0,0,1,0
26,24.4,2,married,19.18594,72.98269,4,2,9.1,1,1,1,0,0
39,13.3,2,single,19.16731,72.93996,2,12,19.4,3,0,1,0,0
39,20.6,3,married,18.99209,73.04188,2,5,1.2,1,0,1,0,0
32,29.7,3,married,19.09032,72.92158,2,42,11.7,0,0,0,0,0
37,15.0,3,married,19.02424,72.75831,2,22,5.3,1,1,0,0,0
24,16.6,1,married,19.08857,73.01634,4,54,2.3,1,0,1,0,0
42,22.6,3,single,19.22091,72.81948,0,1,5.2,1,1,0,0,0
33,20.9,2,single,19.13056,72.97104,4,5,0.8,1,0,1,1,0
30,21.8,4,married,19.12086,73.03737,1,3,11.9,0,0,0,0,0
43,22.4,3,married,19.02697,72.92567,1,0,2.9,0,1,0,0,0
29,23.2,3,single,18.92159,72.73038,2,4,3.7,0,0,0,0,0
23,25.5,1,single,19.04915,72.78818,3,17,1.3,1,1,0,0,0
22,22.0,3,single,19.19066,73.01227,2,4,20.0,0,0,0,0,1
39,18.8,1,married,18.91728,72.86309,7,11,6.8,1,0,1,0,0
24,23.4,2,single,18.96449,72.88796,5,33,8.5,0,1,0,0,1
49,29.5,1,married,19.08263,72.95588,2,18,8.4,0,1,0,0,0
21,19.3,3,married,18.97153,72.94963,3,8,5.3,2,0,1,0,0
48,15.1,2,married,18.99075,72.90788,2,7,2.1,1,1,0,0,0
36,25.5,2,single,19.02764,72.85913,2,9,13.7,0,0,0,0,0
34,19.4,4,married,18.93344,72.84873,2,3,1.4,2,1,0,0,1
30,9.1,2,single,18.97259,72.96579,2,15,1.1,1,0,0,0,0
38,24.2,3,married,19.14034,72.93536,2,7,12.4,0,0,0,0,0
34,17.3,2,married,18.93926,72.85427,1,29,2.3,0,0,0,0,0
43,19.5,1,single,18.91021,72.98821,0,21,3.7,0,0,1,0,0
35,21.7,3,married,19.007,72.8671,5,14,6.4,2,0,0,0,0
36,21.0,1,married,19.1432,72.79483,5,7,6.0,4,0,0,0,0
32,23.5,2,married,19.05031,72.8041,1,4,12.3,4,0,0,0,1
34,17.8,3,single,19.02354,72.78213,2,22,9.8,1,1,0,0,0
37,22.6,3,married,19.07444,72.85276,0,10,10.3,0,0,0,0,0
21,18.7,3,married,18.89543,73.00337,1,4,12.5,0,0,0,0,0
24,23.7,2,married,19.11947,72.79949,2,3,3.5,1,0,0,0,0
40,23.1,1,married,19.10834,72.89885,0,3,3.9,1,1,0,0,0
36,15.3,3,single,19.02907,72.81433,2,23,5.8,1,0,0,0,1
33,25.4,3,married,19.17059,72.85397,4,4,3.7,2,0,0,1,0
35,17.3,4,married,18.95725,72.729,3,11,42.0,1,0,0,1,0
37,24.0,4,married,19.18279,72.85795,3,9,16.8,2,0,0,0,1
30,21.8,4,married,19.08545,72.86063,5,13,1.8,1,0,0,0,0
28,29.2,2,single,19.03634,72.93403,3,31,0.1,2,0,0,0,0
